movie_title,title_year,genres,actor_1_name,actor_2_name,actor_3_name,director_name,keywords
Downfall,2004.0,Biography Drama History War,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,Oliver Hirschbiegel,bunker hitler nazi no exit war ruins
The Sea Inside,2004.0,Biography Drama Romance,Belén Rueda,Lola Dueñas,Tamar Novas,Alejandro Amenábar,dignity euthanasia freedom lawyer sailor
Under the Skin,2013.0,Drama Horror Sci-Fi Thriller,Scarlett Johansson,Paul Brannigan,Alison Chand,Jonathan Glazer,alien desire female nudity male frontal nudity scotland
"Good Morning, Vietnam",1987.0,Biography Comedy Drama War,Robin Williams,J.T. Walsh,Bruno Kirby,Barry Levinson,disc jockey friendship radio vietnam vietnamese
The Last Godfather,2010.0,Comedy,Jason Mewes,Stephanie Danielson,Michael Rispoli,Hyung-rae Shim,mafia mafia boss mafiosi mafioso three word title
Justin Bieber: Never Say Never,2011.0,Documentary Music,Usher Raymond,Sean Kingston,Boys II Men,Jon M. Chu,boyhood friend manager plasma tv prodigy star
Black Swan,2010.0,Drama Thriller,Natalie Portman,Mila Kunis,Mark Margolis,Darren Aronofsky,ballerina ballet fear female protagonist madness
RoboCop,2014.0,Action Crime Sci-Fi Thriller,Gary Oldman,Abbie Cornish,Jennifer Ehle,José Padilha,law enforcement police robocop robot technology
The Godfather: Part II,1974.0,Crime Drama,Robert De Niro,Al Pacino,Robert Duvall,Francis Ford Coppola,1950s corrupt politician lake tahoe nevada melancholy revenge
Save the Last Dance,2001.0,Drama Music Romance,Sean Patrick Thomas,Terry Kinney,Fredro Starr,Thomas Carter,dance dancing ghetto hip hop imperative in title
A Nightmare on Elm Street 4: The Dream Master,1988.0,Fantasy Horror Thriller,Tuesday Knight,Rodney Eastman,Brooke Bundy,Renny Harlin,demon dream elm street freddy krueger nightmare
Miracles from Heaven,2016.0,Drama,Jennifer Garner,Brighton Sharbino,Martin Henderson,Patricia Riggen,child cancer christian film christianity falling into a hole inspiring
"Dude, Where's My Car?",2000.0,Comedy Mystery,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,Danny Leiner,bare chested male gay kiss homoeroticism lesbian kiss transsexual
Young Guns,1988.0,Action Crime Drama Thriller Western,Jack Palance,Patrick Wayne,Brian Keith,Christopher Cain,army cattle deputy new mexico rancher
St. Vincent,2014.0,Comedy Drama,Bill Murray,Naomi Watts,Reg E. Cathey,Theodore Melfi,bullying grumpy old man school presentation stroke stroke recovery
About Last Night,2014.0,Comedy Romance,Joe Lo Truglio,Regina Hall,Bryan Callen,Steve Pink,bedroom boyfriend girlfriend relationship hug interrupted sex urban setting
10 Things I Hate About You,1999.0,Comedy Drama Romance,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,Gil Junger,dating protective father school shrew teen movie
The New Guy,2002.0,Comedy,Zooey Deschanel,Eddie Griffin,Gene Simmons,Ed Decter,cheerleader geek high school prison reference to janet jackson
Loaded Weapon 1,1993.0,Action Comedy Crime,Jon Lovitz,Lin Shaye,Bill Nunn,Gene Quintano,cookie detective microfilm parody sergeant
The Shallows,2016.0,Drama Horror Thriller,Óscar Jaenada,Brett Cullen,Sedona Legge,Jaume Collet-Serra,beach island mexico prey trapped
The Butterfly Effect,2004.0,Sci-Fi Thriller,Logan Lerman,Eric Stoltz,Cameron Bright,Eric Bress,blackout child pornography memory surprise ending time travel
Snow Day,2000.0,Adventure Comedy Family,Chris Elliott,Mark Webber,Jean Smart,Chris Koch,meteorologist snow snowed in snowplow weather
This Christmas,2007.0,Comedy Drama Romance,Mekhi Phifer,Chris Brown,Loretta Devine,Preston A. Whitmore II,christmas family home musician piano secret
Baby Geniuses,1999.0,Comedy Crime Family Sci-Fi,Kathleen Turner,Dom DeLuise,Ruby Dee,Bob Clark,baby boy science scientist toddler
The Big Hit,1998.0,Action Comedy Crime Thriller,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,Kirk Wong,hitman kidnapping kosher vhs video store
Harriet the Spy,1996.0,Comedy Drama Family,Gregory Smith,Eartha Kitt,Charlotte Sullivan,Bronwen Hughes,binoculars child spy notebook secret spy
Child's Play 2,1990.0,Fantasy Horror,Jenny Agutter,Beth Grant,Greg Germann,John Lafia,boy doll foster home killer doll serial killer
No Good Deed,2014.0,Crime Thriller,Leslie Bibb,Kate del Castillo,Henry Simmons,Sam Miller,home invasion police officer shot police officer shot in the chest psychopath three word title
The Mist,2007.0,Horror,Toby Jones,Alexa Davalos,Jeffrey DeMunn,Frank Darabont,desperation fog giant insect survival survival horror
Ex Machina,2015.0,Drama Mystery Sci-Fi Thriller,Elina Alminas,Sonoya Mizuno,Corey Johnson,Alex Garland,artificial intelligence robot robot human relationship turing test video surveillance
Being John Malkovich,1999.0,Comedy Drama Fantasy,Willie Garson,Orson Bean,Mary Kay Place,Spike Jonze,body swap magical realism portal puppeteer surrealism
Two Can Play That Game,2001.0,Comedy Romance,Mo'Nique,Vivica A. Fox,Tamala Jones,Mark Brown,advice battle of the sexes lingerie romantic rivalry rule
Earth to Echo,2014.0,Adventure Family Sci-Fi,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,Dave Green,alien bar construction worker no opening credits no title at beginning
Crazy/Beautiful,2001.0,Drama Romance,Kirsten Dunst,Jay Hernandez,Rolando Molina,John Stockwell,congressman high school latino pacific palisades school
Letters from Iwo Jima,2006.0,Drama History War,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,Clint Eastwood,blood splatter general island japan world war two
The Astronaut Farmer,2006.0,Adventure Drama Sci-Fi,J.K. Simmons,Virginia Madsen,Bruce Dern,Michael Polish,bank fbi fuel rocket space travel
Woo,1998.0,Comedy Romance,LL Cool J,Jada Pinkett Smith,Dave Chappelle,Daisy von Scherler Mayer,blind date law clerk love manhattan new york city world trade center manhattan new york city
Room,2015.0,Drama,Joan Allen,Jacob Tremblay,Cas Anvar,Lenny Abrahamson,based on novel escape imprisonment kidnapping mother son relationship
Dirty Work,1998.0,Comedy,Don Rickles,Jack Warden,Traylor Howard,Bob Saget,cult film gambling debt job off screen murder revenge
Serial Mom,1994.0,Comedy Crime Thriller,Kathleen Turner,Sam Waterston,Traci Lords,John Waters,dentist housewife howie scream murder perfection
Dick,1999.0,Comedy,Ryan Reynolds,Will Ferrell,Kirsten Dunst,Andrew Fleming,political cover up political satire teenage girl white house witness
Del 1 - Män som hatar kvinnor            ,unknown,Action Crime Mystery Thriller,Michael Nyqvist,David Dencik,Lena Endre,Niels Arden Oplev,unknown
Light It Up,1999.0,Drama Thriller,Rosario Dawson,Vanessa Williams,Robert Ri'chard,Craig Bolotin,black cop die hard scenario hostage negotiator police police brutality
54,1998.0,Drama Music,Salma Hayek,Ellen Albertini Dow,Sela Ward,Mark Christopher,angel dust the drug disco new york city quaalude reference to princess grace of monaco
Bubble Boy,2001.0,Adventure Comedy Romance Sci-Fi,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,Blair Hayes,cigarette smoking hand on butt niagara falls plastic bubble wedding
Birthday Girl,2001.0,Comedy Crime Thriller,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,Jez Butterworth,bank bank clerk birthday mail order bride russian
21 & Over,2013.0,Comedy,Justin Chon,Josie Loren,Sarah Wright,Jon Lucas,21st birthday college student drunken man pubic hair standing up to father
"Paris, je t'aime",2006.0,Comedy Drama Romance,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,Olivier Assayas,baby divorce oscar wilde pigalle tourist
Resurrecting the Champ,2007.0,Drama Sport,Harry Lennix,Kathryn Morris,Peter Coyote,Rod Lurie,boxing colosseum homeless man reporter writer
Admission,2013.0,Comedy Drama Romance,Tina Fey,Sarita Choudhury,Christopher Evan Welch,Paul Weitz,adoption female protagonist princeton university wedding working women
The Widow of Saint-Pierre,2000.0,Drama Romance,Emir Kusturica,Daniel Auteuil,Yves Jacques,Patrice Leconte,archipelago guillotine island prison redemption
Chloe,2009.0,Drama Mystery Romance Thriller,Liam Neeson,Meghan Heffern,Natalie Lisinska,Atom Egoyan,bare chested boy doctor escort infidelity prostitute
Faithful,1996.0,Comedy Crime Drama,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,Paul Mazursky,bathroom bathtub female protagonist flashback kitchen
Brothers,2009.0,Drama Thriller,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,Jim Sheridan,afghanistan death of soldier presumed dead prisoner war trauma
Find Me Guilty,2006.0,Biography Comedy Crime Drama,Peter Dinklage,Vin Diesel,Alex Rocco,Sidney Lumet,court drugs judge mafia mobster
The Perks of Being a Wallflower,2012.0,Drama Romance,Logan Lerman,Ezra Miller,Kate Walsh,Stephen Chbosky,coming of age depression gay high school mental illness
Excessive Force,1993.0,Action,Burt Young,Ian Gomez,Thomas Ian Griffith,Jon Hess,exercise bicycle face in food police police brutality policeman
Infamous,2006.0,Biography Crime Drama,Toby Jones,Isabella Rossellini,Hope Davis,Douglas McGrath,blood book cold calculation murder writer
The Claim,2000.0,Drama Romance Western,Milla Jovovich,Sarah Polley,Shirley Henderson,Michael Winterbottom,gold gold mine miner railroad surveyor
The Vatican Tapes,2015.0,Horror Thriller,Djimon Hounsou,Alison Lohman,Dougray Scott,Mark Neveldine,evil injury possession priest vatican
Attack the Block,2011.0,Action Comedy Sci-Fi Thriller,John Boyega,Luke Treadaway,Jodie Whittaker,Joe Cornish,alien alien invasion apartment creature gang
In the Land of Blood and Honey,2011.0,Drama Romance War,Jelena Jovanova,Nikola Djuricko,Branko Djuric,Angelina Jolie Pitt,bosnian war church emaciation soldier violence
The Call,2013.0,Crime Thriller,Michael Imperioli,Tara Platt,Roma Maffia,Brad Anderson,911 operator calling 911 die hard scenario head held underwater white villain
Operation Chromite,2016.0,Action Drama History War,Liam Neeson,Dean Dawson,Jung-jae Lee,John H. Lee,unknown
The Crocodile Hunter: Collision Course,2002.0,Action Adventure Comedy Family,Steve Irwin,Aden Young,Steve Bastoni,John Stainton,cia crocodile satellite snake spider
I Love You Phillip Morris,2009.0,Biography Comedy Crime Drama Romance,Dameon Clarke,Louis Herthum,Annie Golden,Glenn Ficarra,character name in title con artist fraud gay prison break
Quest for Fire,1981.0,Adventure Drama History,Rae Dawn Chong,Everett McGill,Gary Schwartz,Jean-Jacques Annaud,fire prehistoric times primitive tribe trio
Antwone Fisher,2002.0,Biography Drama,Denzel Washington,Kevin Connolly,Derek Luke,Denzel Washington,black american extortion navy psychiatrist sailor
The Emperor's Club,2002.0,Drama,Gabriel Millman,Embeth Davidtz,Rob Morrow,Michael Hoffman,classroom fund raising headmaster reunion roman
True Romance,1993.0,Action Crime Drama Romance Thriller,Brad Pitt,Gary Oldman,Michael Rapaport,Tony Scott,aspiring actor cocaine drugs pimp suitcase full of money
Womb,2010.0,Drama Romance Sci-Fi,Eva Green,Matt Smith,Hannah Murray,Benedek Fliegauf,clone love male nudity medical ethics virginity
Glengarry Glen Ross,1992.0,Crime Drama Mystery,Kevin Spacey,Al Pacino,Jude Ciccolella,James Foley,office pressure real estate robbery sales
The Killer Inside Me,2010.0,Crime Drama Thriller,Liam Aiken,Ned Beatty,Jay R. Ferguson,Michael Winterbottom,deputy murder revenge sheriff texas
Cat People,1982.0,Fantasy Horror Thriller,Ed Begley Jr.,Ruby Dee,John Heard,Paul Schrader,cat cat people leopard love slip the undergarment
Sorority Row,2009.0,Horror Mystery,Julian Morris,Margo Harshman,Rumer Willis,Stewart Hendler,prank gone wrong scantily clad female shotgun sorority house stabbed in the neck
The Prisoner of Zenda,1937.0,Adventure Drama Romance,David Niven,Mary Astor,Ronald Colman,John Cromwell,coronation fictitious country king princess swashbuckler
Lars and the Real Girl,2007.0,Comedy Drama Romance,Ryan Gosling,Kelli Garner,Paul Schneider,Craig Gillespie,in love with an inanimate object internet introvert psychologist sex doll
The Boy in the Striped Pajamas,2008.0,Drama War,Richard Johnson,Sheila Hancock,Cara Horgan,Mark Herman,boy fence jew nazis poison gas
Dancer in the Dark,2000.0,Crime Drama Musical,Catherine Deneuve,Udo Kier,Björk,Lars von Trier,ends with quotation execution factory women's prison year 1964
Oscar and Lucinda,1997.0,Drama Romance,Tom Wilkinson,Richard Roxburgh,Clive Russell,Gillian Armstrong,australia church glass inheritance wager
The Funeral,1996.0,Crime Drama,Isabella Rossellini,Vincent Gallo,Gretchen Mol,Abel Ferrara,1930s madness murder new york city violence
Solitary Man,2009.0,Comedy Drama Romance,Jenna Fischer,David Costabile,Richard Schiff,Brian Koppelman,aging hdtv high definition television love marriage
Machete,2010.0,Action Crime Thriller,Robert De Niro,Don Johnson,Cheech Marin,Ethan Maniquis,machete mexican mexico priest texas
Casino Jack,2010.0,Biography Comedy Crime Drama,Kevin Spacey,Eric Schweig,Christian Campbell,George Hickenlooper,corruption lobbyist murder washington d.c. washington d.c. lobbyist
The Land Before Time,1988.0,Adventure Animation Family,Judith Barsi,Gabriel Damon,Bill Erwin,Don Bluth,brontosaurus classical music dinosaur dinosaur feature earthquake
Tae Guk Gi: The Brotherhood of War,2004.0,Action Drama War,Min-sik Choi,Bin Won,Dong-gun Jang,Je-kyu Kang,1950s archeologist korea korean war soldier
The Perfect Game,2009.0,Comedy Drama Family Sport,Clifton Collins Jr.,Cheech Marin,Bruce McGill,William Dear,baseball movie little league little league baseball mexico three word title
The Exorcist,1973.0,Horror,Ellen Burstyn,Linda Blair,Lee J. Cobb,William Friedkin,demonic possession exorcism exorcist loss of innocence priest
Jaws,1975.0,Adventure Drama Thriller,Roy Scheider,Robert Shaw,Murray Hamilton,Steven Spielberg,beach blockbuster fishing great white shark shark
American Pie,1999.0,Comedy,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,Paul Weitz,1990s first love milf prom virginity
Ernest & Celestine,2012.0,Animation Comedy Crime Drama Family,Mackenzie Foy,Megan Mullally,Lambert Wilson,Stéphane Aubier,bear dentist friendship mouse prejudice
The Golden Child,1986.0,Action Adventure Comedy Fantasy Mystery,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Michael Ritchie,boy child chosen one demon detective
Think Like a Man,2012.0,Comedy Romance,Chris Brown,Romany Malco,Regina Hall,Tim Story,advice black romance hip hop reading a book sex scene
Barbershop,2002.0,Comedy Drama,Sean Patrick Thomas,Jason George,Cedric the Entertainer,Tim Story,barber barbershop blaxploitation loan shark theft
Star Trek II: The Wrath of Khan,1982.0,Action Adventure Sci-Fi,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Nicholas Meyer,jamming communications planet space station taunt trap
Ace Ventura: Pet Detective,1994.0,Comedy,Sean Young,Udo Kier,David Margulies,Tom Shadyac,detective dolphin mascot nudity stupidity
WarGames,1983.0,Sci-Fi Thriller,Matthew Broderick,Barry Corbin,Ally Sheedy,John Badham,computer game high school norad teenager
Witness,1985.0,Crime Drama Romance Thriller,Harrison Ford,Viggo Mortensen,Lukas Haas,Peter Weir,amish love murder police train
Act of Valor,2012.0,Action Adventure Drama Thriller War,Alex Veadov,Jason Cottle,Rorke Denver,Mike McCoy,mission navy seal terrorist torture valor
Step Up,2006.0,Crime Drama Music Romance,Channing Tatum,Alyson Stoner,Josh Henderson,Anne Fletcher,dance dancer school showcase student
Beavis and Butt-Head Do America,1996.0,Adventure Animation Comedy Crime,Bruce Willis,Demi Moore,John Doman,Mike Judge,beavis and butt head fbi score television television set
Jackie Brown,1997.0,Crime Thriller,Robert De Niro,Sid Haig,Robert Forster,Quentin Tarantino,arms dealer atf bail money multiple perspectives
Harold & Kumar Escape from Guantanamo Bay,2008.0,Adventure Comedy,Danneel Ackles,Eric Winter,Beverly D'Angelo,Jon Hurwitz,bong escape ex girlfriend guantanamo bay texas
Chronicle,2012.0,Drama Sci-Fi Thriller,Michael Kelly,Alex Russell,Ashley Hinshaw,Josh Trank,found footage high school subjective camera teen angst troubled teen
Yentl,1983.0,Drama Musical Romance,Miriam Margolyes,Amy Irving,Steven Hill,Barbra Streisand,love study talmud wedding yeshiva
Time Bandits,1981.0,Adventure Comedy Fantasy Sci-Fi,Shelley Duvall,Michael Palin,Kenny Baker,Terry Gilliam,cult director dwarf robin hood satire treasure
Crossroads,2002.0,Comedy Drama,Britney Spears,Katherine Boecher,Dave Allen,Tamra Davis,audition friendship graduation high school graduation love
Project X,2012.0,Comedy Crime,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Nima Nourizadeh,birthday party high school high school senior millennial generation party
Patton,1970.0,Biography Drama War,George C. Scott,Karl Malden,Bill Hickman,Franklin J. Schaffner,allies dead soldier destiny general tank
One Hour Photo,2002.0,Drama Thriller,Robin Williams,Gary Cole,Connie Nielsen,Mark Romanek,insanity photo lab photo shop photography voyeur
Quarantine,2008.0,Horror Sci-Fi Thriller,Andrew Fiscella,Jay Hernandez,Dania Ramirez,John Erick Dowdle,apartment building found footage television trapped virus
The Eye,2008.0,Horror Mystery,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,David Moreau,cellular memory eye eye transplant seeing dead people violinist
